,entity,tag,sample
3055,1,B-QUANTITY,92
3056,-2,I-QUANTITY,92
3057,extra,B-PHYSICAL_QUALITY,92
3058,olive,B-FOOD,92
3059,good,B-PHYSICAL_QUALITY,92
3060,quality,I-PHYSICAL_QUALITY,92
3061,cooking,B-FOOD,92
3062,spray,I-FOOD,92
3063,8,B-QUANTITY,92
3064,jalapeno,B-FOOD,92
3065,slices,B-UNIT,92
3066,from,B-FOOD,92
3067,jarred,I-FOOD,92
3068,cup,B-UNIT,92
3069,sugar,B-FOOD,92
3070,1/3,B-QUANTITY,92
3071,cup,B-UNIT,92
3072,1,B-QUANTITY,92
3073,teaspoon,B-UNIT,92
3074,garlic,B-FOOD,92
3075,salt,I-FOOD,92
3076,1,B-QUANTITY,92
3077,pinch,B-UNIT,92
3078,ground,B-PROCESS,92
3079,cinnamon,B-FOOD,92
3080,ounce,B-UNIT,92
3081,can,B-UNIT,92
3082,cherry,B-FOOD,92
3083,pie,I-FOOD,92
3084,cheddar,B-FOOD,92
3085,cheese,I-FOOD,92
3086,cups,B-UNIT,92
3087,cooked,B-PROCESS,92
3088,vegetables,B-FOOD,92
3089,250,B-QUANTITY,93
3090,grams,B-UNIT,93
3091,mushrooms,B-FOOD,93
3092,finely,B-PROCESS,93
3093,chopped,I-PROCESS,93
3094,onion,B-FOOD,93
3095,small,B-PHYSICAL_QUALITY,93
3096,finely,B-PROCESS,93
3097,chopped,I-PROCESS,93
3098,teaspoon,B-UNIT,93
3099,dried,B-PHYSICAL_QUALITY,93
3100,dill,B-FOOD,93
3101,1,B-QUANTITY,93
3102,pinch,B-UNIT,93
3103,salt,B-FOOD,93
3104,1,B-QUANTITY,93
3105,large,B-PHYSICAL_QUALITY,93
3106,egg,B-FOOD,93
3107,50,B-QUANTITY,93
3108,grams,B-UNIT,93
3109,flour,B-FOOD,93
3110,oil,B-FOOD,93
3111,for,B-PURPOSE,93
3112,frying,I-PURPOSE,93
3113,pinch,B-UNIT,93
3114,ground,B-PROCESS,93
3115,cinnamon,B-FOOD,93
3116,ounce,B-UNIT,93
3117,can,B-UNIT,93
3118,cherry,B-FOOD,93
3119,pie,I-FOOD,93
3120,cheddar,B-FOOD,93
3121,cheese,I-FOOD,93
3122,cups,B-UNIT,93
3123,cooked,B-PROCESS,93
3124,vegetables,B-FOOD,93
3125,5,B-QUANTITY,94
3126,cups,B-UNIT,94
3127,sliced,B-PROCESS,94
3128,fresh,B-PHYSICAL_QUALITY,94
3129,strawberries,B-FOOD,94
3130,1,B-QUANTITY,94
3131,18,B-QUANTITY,94
3132,ounce,B-UNIT,94
3133,jar,B-UNIT,94
3134,strawberry,B-FOOD,94
3135,glaze,I-FOOD,94
3136,Hostess,B-FOOD,94
3137,Twinkies,I-FOOD,94
3138,8,B-QUANTITY,94
3139,ounce,B-UNIT,94
3140,package,B-UNIT,94
3141,cream,B-FOOD,94
3142,cheese,I-FOOD,94
3143,1,B-QUANTITY,94
3144,14,B-QUANTITY,94
3145,ounce,B-UNIT,94
3146,can,B-UNIT,94
3147,sweetened,B-TASTE,94
3148,condensed,B-PHYSICAL_QUALITY,94
3149,milk,B-FOOD,94
3150,1,B-QUANTITY,94
3151,8,B-QUANTITY,94
3152,ounce,B-UNIT,94
3153,container,B-UNIT,94
3154,frozen,B-PHYSICAL_QUALITY,94
3155,whipped,B-FOOD,94
3156,topping,I-FOOD,94
3157,2,B-QUANTITY,94
3158,cups,B-UNIT,94
3159,cooked,B-PROCESS,94
3160,vegetables,B-FOOD,94
3161,4,B-QUANTITY,95
3162,cups,B-UNIT,95
3163,masa,B-FOOD,95
3164,harina,I-FOOD,95
3165,cups,B-UNIT,95
3166,vegetable,B-FOOD,95
3167,broth,I-FOOD,95
3168,cup,B-UNIT,95
3169,extra-virgin,B-PHYSICAL_QUALITY,95
3170,olive,B-FOOD,95
3171,oil,I-FOOD,95
3172,teaspoon,B-UNIT,95
3173,salt,B-FOOD,95
3174,8,B-QUANTITY,95
3175,ounce,B-UNIT,95
3176,package,B-UNIT,95
3177,cream,B-FOOD,95
3178,cheese,I-FOOD,95
3179,1,B-QUANTITY,95
3180,14,B-QUANTITY,95
3181,ounce,B-UNIT,95
3182,can,B-UNIT,95
3183,sweetened,B-TASTE,95
3184,condensed,B-PHYSICAL_QUALITY,95
3185,milk,B-FOOD,95
3186,1,B-QUANTITY,95
3187,8,B-QUANTITY,95
3188,ounce,B-UNIT,95
3189,container,B-UNIT,95
3190,frozen,B-PHYSICAL_QUALITY,95
3191,whipped,B-FOOD,95
3192,topping,I-FOOD,95
3193,2,B-QUANTITY,95
3194,cups,B-UNIT,95
3195,cooked,B-PROCESS,95
3196,vegetables,B-FOOD,95
3197,2,B-QUANTITY,96
3198,buns,B-FOOD,96
3199,4,B-QUANTITY,96
3200,slices,B-UNIT,96
3201,corned,B-FOOD,96
3202,1/8-inch,B-PHYSICAL_QUALITY,96
3203,broken,B-PROCESS,96
3204,into,I-PROCESS,96
3205,tablespoons,B-UNIT,96
3206,sauerkraut,B-FOOD,96
3207,with,I-FOOD,96
3208,teaspoons,B-UNIT,96
3209,thousand,B-FOOD,96
3210,island,I-FOOD,96
3211,slices,B-UNIT,96
3212,reduced,B-PHYSICAL_QUALITY,96
3213,swiss,B-FOOD,96
3214,cheese,I-FOOD,96
3215,sprays,B-UNIT,96
3216,butter-flavored,B-TASTE,96
3217,cooking,B-FOOD,96
3218,spray,I-FOOD,96
3219,sweetened,B-TASTE,96
3220,condensed,B-PHYSICAL_QUALITY,96
3221,milk,B-FOOD,96
3222,1,B-QUANTITY,96
3223,8,B-QUANTITY,96
3224,ounce,B-UNIT,96
3225,container,B-UNIT,96
3226,frozen,B-PHYSICAL_QUALITY,96
3227,whipped,B-FOOD,96
3228,topping,I-FOOD,96
3229,2,B-QUANTITY,96
3230,cups,B-UNIT,96
3231,cooked,B-PROCESS,96
3232,vegetables,B-FOOD,96
3233,1,B-QUANTITY,97
3234,13,B-QUANTITY,97
3235,lb,B-UNIT,97
3236,goose,B-FOOD,97
3237,giblets,B-PROCESS,97
3238,and,I-PROCESS,97
3239,cloves,B-UNIT,97
3240,garlic,B-FOOD,97
3241,thinly,B-PROCESS,97
3242,sliced,I-PROCESS,97
3243,gala,B-FOOD,97
3244,apples,I-FOOD,97
3245,golden,B-FOOD,97
3246,delicious,I-FOOD,97
3247,each,B-PROCESS,97
3248,cut,I-PROCESS,97
3249,cup,B-UNIT,97
3250,fresh,B-PHYSICAL_QUALITY,97
3251,lemon,B-FOOD,97
3252,juice,I-FOOD,97
3253,tablespoons,B-UNIT,97
3254,sugar,B-FOOD,97
3255,1⁄4,B-QUANTITY,97
3256,cup,B-UNIT,97
3257,calvados,B-FOOD,97
3258,1,B-QUANTITY,97
3259,1⁄2,I-QUANTITY,97
3260,ground,B-PROCESS,97
3261,cinnamon,B-FOOD,97
3262,frozen,B-PHYSICAL_QUALITY,97
3263,whipped,B-FOOD,97
3264,topping,I-FOOD,97
3265,2,B-QUANTITY,97
3266,cups,B-UNIT,97
3267,cooked,B-PROCESS,97
3268,vegetables,B-FOOD,97
3269,1,B-QUANTITY,98
3270,fluid,B-UNIT,98
3271,ounce,I-UNIT,98
3272,whipping,B-FOOD,98
3273,half,B-PHYSICAL_QUALITY,98
3274,and,I-PHYSICAL_QUALITY,98
3275,fluid,B-UNIT,98
3276,ounce,I-UNIT,98
3277,rum,B-FOOD,98
3278,1⁄2,B-QUANTITY,98
3279,fluid,B-UNIT,98
3280,pumpkin,B-FOOD,98
3281,spice,I-FOOD,98
3282,cinnamon,B-FOOD,98
3283,whipped,B-PROCESS,98
3284,whipping,B-FOOD,98
3285,cream,I-FOOD,98
3286,fresh,B-PHYSICAL_QUALITY,98
3287,lemon,B-FOOD,98
3288,juice,I-FOOD,98
3289,tablespoons,B-UNIT,98
3290,sugar,B-FOOD,98
3291,1⁄4,B-QUANTITY,98
3292,cup,B-UNIT,98
3293,calvados,B-FOOD,98
3294,1,B-QUANTITY,98
3295,1⁄2,I-QUANTITY,98
3296,ground,B-PROCESS,98
3297,cinnamon,B-FOOD,98
3298,frozen,B-PHYSICAL_QUALITY,98
3299,whipped,B-FOOD,98
3300,topping,I-FOOD,98
3301,2,B-QUANTITY,98
3302,cups,B-UNIT,98
3303,cooked,B-PROCESS,98
3304,vegetables,B-FOOD,98
3305,2,B-QUANTITY,99
3306,chicken,B-FOOD,99
3307,breasts,B-PART,99
3308,thinly,B-PROCESS,99
3309,flattened,I-PROCESS,99
3310,eggs,B-FOOD,99
3311,1,B-QUANTITY,99
3312,tablespoon,B-UNIT,99
3313,water,B-FOOD,99
3314,1⁄2,B-QUANTITY,99
3315,-,I-QUANTITY,99
3316,seasoned,B-FOOD,99
3317,bread,I-FOOD,99
3318,cup,B-UNIT,99
3319,panko,B-FOOD,99
3320,1⁄4,B-QUANTITY,99
3321,-,I-QUANTITY,99
3322,butter,B-FOOD,99
3323,lemon,B-FOOD,99
3324,juice,I-FOOD,99
3325,tablespoons,B-UNIT,99
3326,sugar,B-FOOD,99
3327,1⁄4,B-QUANTITY,99
3328,cup,B-UNIT,99
3329,calvados,B-FOOD,99
3330,1,B-QUANTITY,99
3331,1⁄2,I-QUANTITY,99
3332,ground,B-PROCESS,99
3333,cinnamon,B-FOOD,99
3334,frozen,B-PHYSICAL_QUALITY,99
3335,whipped,B-FOOD,99
3336,topping,I-FOOD,99
3337,2,B-QUANTITY,99
3338,cups,B-UNIT,99
3339,cooked,B-PROCESS,99
3340,vegetables,B-FOOD,99
3341,12,B-QUANTITY,100
3342,ounces,B-UNIT,100
3343,"limeade,",B-FOOD,100
3344,frozen,I-FOOD,100
3345,ounces,B-UNIT,100
3346,tequila,B-FOOD,100
3347,4,B-QUANTITY,100
3348,ounces,B-UNIT,100
3349,triple,B-FOOD,100
3350,sec,I-FOOD,100
3351,ounces,B-UNIT,100
3352,mixed,B-FOOD,100
3353,partially,B-PROCESS,100
3354,frozen,I-PROCESS,100
3355,ounces,B-UNIT,100
3356,ice,B-FOOD,100
3357,cup,B-UNIT,100
3358,butter,B-FOOD,100
3359,lemon,B-FOOD,100
3360,juice,I-FOOD,100
3361,tablespoons,B-UNIT,100
3362,sugar,B-FOOD,100
3363,1⁄4,B-QUANTITY,100
3364,cup,B-UNIT,100
3365,calvados,B-FOOD,100
3366,1,B-QUANTITY,100
3367,1⁄2,I-QUANTITY,100
3368,ground,B-PROCESS,100
3369,cinnamon,B-FOOD,100
3370,frozen,B-PHYSICAL_QUALITY,100
3371,whipped,B-FOOD,100
3372,topping,I-FOOD,100
3373,2,B-QUANTITY,100
3374,cups,B-UNIT,100
3375,cooked,B-PROCESS,100
3376,vegetables,B-FOOD,100
3377,1,B-QUANTITY,101
3378,brown,B-FOOD,101
3379,rice,I-FOOD,101
3380,tablespoons,B-UNIT,101
3381,almond,B-FOOD,101
3382,butter,I-FOOD,101
3383,creamy,B-PHYSICAL_QUALITY,101
3384,1⁄2,B-QUANTITY,101
3385,banana,B-FOOD,101
3386,cinnamon,B-FOOD,101
3387,ounces,B-UNIT,101
3388,mixed,B-FOOD,101
3389,partially,B-PROCESS,101
3390,frozen,I-PROCESS,101
3391,ounces,B-UNIT,101
3392,ice,B-FOOD,101
3393,cup,B-UNIT,101
3394,butter,B-FOOD,101
3395,lemon,B-FOOD,101
3396,juice,I-FOOD,101
3397,tablespoons,B-UNIT,101
3398,sugar,B-FOOD,101
3399,1⁄4,B-QUANTITY,101
3400,cup,B-UNIT,101
3401,calvados,B-FOOD,101
3402,1,B-QUANTITY,101
3403,1⁄2,I-QUANTITY,101
3404,ground,B-PROCESS,101
3405,cinnamon,B-FOOD,101
3406,frozen,B-PHYSICAL_QUALITY,101
3407,whipped,B-FOOD,101
3408,topping,I-FOOD,101
3409,2,B-QUANTITY,101
3410,cups,B-UNIT,101
3411,cooked,B-PROCESS,101
3412,vegetables,B-FOOD,101
3413,3/4,B-QUANTITY,102
3414,cup,B-UNIT,102
3415,potato,B-FOOD,102
3416,a,B-QUANTITY,102
3417,little,I-QUANTITY,102
3418,cups,B-UNIT,102
3419,flour,B-FOOD,102
3420,1,B-QUANTITY,102
3421,potato,B-FOOD,102
3422,peeled,B-PROCESS,102
3423,cooked,B-PROCESS,102
3424,mashed,B-PROCESS,102
3425,1,B-QUANTITY,102
3426,tablespoon,B-UNIT,102
3427,cumin,B-FOOD,102
3428,seeds,I-FOOD,102
3429,tablespoon,B-UNIT,102
3430,sugar,B-FOOD,102
3431,1/4,B-QUANTITY,102
3432,teaspoon,B-UNIT,102
3433,salt,B-FOOD,102
3434,1,B-QUANTITY,102
3435,1/2,I-QUANTITY,102
3436,rapid,B-FOOD,102
3437,rise,I-FOOD,102
3438,1,B-QUANTITY,102
3439,1⁄2,I-QUANTITY,102
3440,ground,B-PROCESS,102
3441,cinnamon,B-FOOD,102
3442,frozen,B-PHYSICAL_QUALITY,102
3443,whipped,B-FOOD,102
3444,topping,I-FOOD,102
3445,2,B-QUANTITY,102
3446,cups,B-UNIT,102
3447,cooked,B-PROCESS,102
3448,vegetables,B-FOOD,102
3449,10,B-QUANTITY,103
3450,egg,B-FOOD,103
3451,roll,I-FOOD,103
3452,cups,B-UNIT,103
3453,scrambled,B-FOOD,103
3454,eggs,I-FOOD,103
3455,strips,B-FOOD,103
3456,bacon,I-FOOD,103
3457,1/4,B-QUANTITY,103
3458,cup,B-UNIT,103
3459,cheddar,B-FOOD,103
3460,cheese,I-FOOD,103
3461,1,B-QUANTITY,103
3462,teaspoon,B-UNIT,103
3463,olive,B-FOOD,103
3464,oil,I-FOOD,103
3465,tablespoon,B-UNIT,103
3466,sugar,B-FOOD,103
3467,1/4,B-QUANTITY,103
3468,teaspoon,B-UNIT,103
3469,salt,B-FOOD,103
3470,1,B-QUANTITY,103
3471,1/2,I-QUANTITY,103
3472,rapid,B-FOOD,103
3473,rise,I-FOOD,103
3474,1,B-QUANTITY,103
3475,1⁄2,I-QUANTITY,103
3476,ground,B-PROCESS,103
3477,cinnamon,B-FOOD,103
3478,frozen,B-PHYSICAL_QUALITY,103
3479,whipped,B-FOOD,103
3480,topping,I-FOOD,103
3481,2,B-QUANTITY,103
3482,cups,B-UNIT,103
3483,cooked,B-PROCESS,103
3484,vegetables,B-FOOD,103
3485,2,B-QUANTITY,104
3486,cups,B-UNIT,104
3487,cold,B-PHYSICAL_QUALITY,104
3488,coffee,B-FOOD,104
3489,4,B-QUANTITY,104
3490,tablespoons,B-UNIT,104
3491,French,B-FOOD,104
3492,vanilla,I-FOOD,104
3493,3,B-QUANTITY,104
3494,teaspoons,B-UNIT,104
3495,chocolate,B-FOOD,104
3496,syrup,I-FOOD,104
3497,scoops,B-UNIT,104
3498,vanilla,B-FOOD,104
3499,ice,I-FOOD,104
3500,tablespoons,B-UNIT,104
3501,sugar,B-FOOD,104
3502,sugar,B-FOOD,104
3503,1/4,B-QUANTITY,104
3504,teaspoon,B-UNIT,104
3505,salt,B-FOOD,104
3506,1,B-QUANTITY,104
3507,1/2,I-QUANTITY,104
3508,rapid,B-FOOD,104
3509,rise,I-FOOD,104
3510,1,B-QUANTITY,104
3511,1⁄2,I-QUANTITY,104
3512,ground,B-PROCESS,104
3513,cinnamon,B-FOOD,104
3514,frozen,B-PHYSICAL_QUALITY,104
3515,whipped,B-FOOD,104
3516,topping,I-FOOD,104
3517,2,B-QUANTITY,104
3518,cups,B-UNIT,104
3519,cooked,B-PROCESS,104
3520,vegetables,B-FOOD,104
3521,2,B-QUANTITY,105
3522,2⁄3,I-QUANTITY,105
3523,water,B-FOOD,105
3524,1,B-QUANTITY,105
3525,1⁄3,I-QUANTITY,105
3526,long,B-PHYSICAL_QUALITY,105
3527,grain,I-PHYSICAL_QUALITY,105
3528,rice,B-FOOD,105
3529,uncooked,B-PHYSICAL_QUALITY,105
3530,1,B-QUANTITY,105
3531,lb,B-UNIT,105
3532,ground,B-PROCESS,105
3533,pork,B-FOOD,105
3534,breakfast,I-FOOD,105
3535,16,B-QUANTITY,105
3536,ounce,B-UNIT,105
3537,jar,B-UNIT,105
3538,picante,B-FOOD,105
3539,sauce,I-FOOD,105
3540,8,B-QUANTITY,105
3541,ounce,B-UNIT,105
3542,container,B-UNIT,105
3543,sour,B-FOOD,105
3544,cream,I-FOOD,105
3545,ounces,B-UNIT,105
3546,cheddar,B-FOOD,105
3547,cheese,I-FOOD,105
3548,ground,B-PROCESS,105
3549,cinnamon,B-FOOD,105
3550,frozen,B-PHYSICAL_QUALITY,105
3551,whipped,B-FOOD,105
3552,topping,I-FOOD,105
3553,2,B-QUANTITY,105
3554,cups,B-UNIT,105
3555,cooked,B-PROCESS,105
3556,vegetables,B-FOOD,105
3557,2,B-QUANTITY,106
3558,burrito,B-FOOD,106
3559,size,I-FOOD,106
3560,tablespoons,B-UNIT,106
3561,sunflower,B-FOOD,106
3562,butter,I-FOOD,106
3563,2,B-QUANTITY,106
3564,tablespoons,B-UNIT,106
3565,jelly,B-FOOD,106
3566,1,B-QUANTITY,106
3567,lb,B-UNIT,106
3568,ground,B-PROCESS,106
3569,pork,B-FOOD,106
3570,breakfast,I-FOOD,106
3571,16,B-QUANTITY,106
3572,ounce,B-UNIT,106
3573,jar,B-UNIT,106
3574,picante,B-FOOD,106
3575,sauce,I-FOOD,106
3576,8,B-QUANTITY,106
3577,ounce,B-UNIT,106
3578,container,B-UNIT,106
3579,sour,B-FOOD,106
3580,cream,I-FOOD,106
3581,ounces,B-UNIT,106
3582,cheddar,B-FOOD,106
3583,cheese,I-FOOD,106
3584,ground,B-PROCESS,106
3585,cinnamon,B-FOOD,106
3586,frozen,B-PHYSICAL_QUALITY,106
3587,whipped,B-FOOD,106
3588,topping,I-FOOD,106
3589,2,B-QUANTITY,106
3590,cups,B-UNIT,106
3591,cooked,B-PROCESS,106
3592,vegetables,B-FOOD,106
3593,2,B-QUANTITY,107
3594,handfuls,B-UNIT,107
3595,kale,B-FOOD,107
3596,30,B-QUANTITY,107
3597,grams,B-UNIT,107
3598,rocket,B-FOOD,107
3599,arugula,B-FOOD,107
3600,5,B-QUANTITY,107
3601,grams,B-UNIT,107
3602,parsley,B-FOOD,107
3603,150,B-QUANTITY,107
3604,grams,B-UNIT,107
3605,celery,B-FOOD,107
3606,green,B-COLOR,107
3607,2-3,B-QUANTITY,107
3608,stalks,B-UNIT,107
3609,1/2,B-QUANTITY,107
3610,green,B-COLOR,107
3611,apple,B-FOOD,107
3612,1/2,B-QUANTITY,107
3613,lemon,B-FOOD,107
3614,juiced,B-PROCESS,107
3615,1/2,B-QUANTITY,107
3616,matcha,B-FOOD,107
3617,level,B-UNIT,107
3618,cheddar,B-FOOD,107
3619,cheese,I-FOOD,107
3620,ground,B-PROCESS,107
3621,cinnamon,B-FOOD,107
3622,frozen,B-PHYSICAL_QUALITY,107
3623,whipped,B-FOOD,107
3624,topping,I-FOOD,107
3625,2,B-QUANTITY,107
3626,cups,B-UNIT,107
3627,cooked,B-PROCESS,107
3628,vegetables,B-FOOD,107
3629,2,B-QUANTITY,108
3630,onions,B-FOOD,108
3631,large,B-PHYSICAL_QUALITY,108
3632,diced,B-PROCESS,108
3633,3,B-QUANTITY,108
3634,lbs,B-UNIT,108
3635,chicken,B-FOOD,108
3636,pieces,I-FOOD,108
3637,10,B-QUANTITY,108
3638,curry,B-FOOD,108
3639,leaves,B-UNIT,108
3640,2,B-QUANTITY,108
3641,teaspoons,B-UNIT,108
3642,garlic,B-FOOD,108
3643,Crushed,B-PROCESS,108
3644,2,B-QUANTITY,108
3645,teaspoons,B-UNIT,108
3646,ginger,B-FOOD,108
3647,grated,B-PROCESS,108
3648,3⁄4,B-QUANTITY,108
3649,teaspoon,B-UNIT,108
3650,chili,B-FOOD,108
3651,powdered,B-PROCESS,108
3652,1,B-QUANTITY,108
3653,teaspoon,B-UNIT,108
3654,turmeric,B-FOOD,108
3655,shredded,B-PROCESS,108
3656,ground,B-PROCESS,108
3657,cinnamon,B-FOOD,108
3658,frozen,B-PHYSICAL_QUALITY,108
3659,whipped,B-FOOD,108
3660,topping,I-FOOD,108
3661,2,B-QUANTITY,108
3662,cups,B-UNIT,108
3663,cooked,B-PROCESS,108
3664,vegetables,B-FOOD,108
3665,2/3,B-QUANTITY,109
3666,cup,B-UNIT,109
3667,flour,B-FOOD,109
3668,1/2,B-QUANTITY,109
3669,teaspoon,B-UNIT,109
3670,sea,B-FOOD,109
3671,salt,I-FOOD,109
3672,eggs,B-FOOD,109
3673,1,B-QUANTITY,109
3674,2/3,I-QUANTITY,109
3675,coconut,B-FOOD,109
3676,milk,I-FOOD,109
3677,tablespoons,B-UNIT,109
3678,coconut,B-FOOD,109
3679,oil,I-FOOD,109
3680,2,B-QUANTITY,109
3681,teaspoons,B-UNIT,109
3682,ginger,B-FOOD,109
3683,grated,B-PROCESS,109
3684,3⁄4,B-QUANTITY,109
3685,teaspoon,B-UNIT,109
3686,chili,B-FOOD,109
3687,powdered,B-PROCESS,109
3688,1,B-QUANTITY,109
3689,teaspoon,B-UNIT,109
3690,turmeric,B-FOOD,109
3691,shredded,B-PROCESS,109
3692,ground,B-PROCESS,109
3693,cinnamon,B-FOOD,109
3694,frozen,B-PHYSICAL_QUALITY,109
3695,whipped,B-FOOD,109
3696,topping,I-FOOD,109
3697,2,B-QUANTITY,109
3698,cups,B-UNIT,109
3699,cooked,B-PROCESS,109
3700,vegetables,B-FOOD,109
3701,2,B-QUANTITY,110
3702,cups,B-UNIT,110
3703,brown,B-COLOR,110
3704,rice,B-FOOD,110
3705,2,B-QUANTITY,110
3706,garlic,B-FOOD,110
3707,cloves,B-UNIT,110
3708,salt,B-FOOD,110
3709,to,B-QUANTITY,110
3710,taste,I-QUANTITY,110
3711,teaspoon,B-UNIT,110
3712,olive,B-FOOD,110
3713,oil,I-FOOD,110
3714,cups,B-UNIT,110
3715,water,B-FOOD,110
3716,2,B-QUANTITY,110
3717,teaspoons,B-UNIT,110
3718,ginger,B-FOOD,110
3719,grated,B-PROCESS,110
3720,3⁄4,B-QUANTITY,110
3721,teaspoon,B-UNIT,110
3722,chili,B-FOOD,110
3723,powdered,B-PROCESS,110
3724,1,B-QUANTITY,110
3725,teaspoon,B-UNIT,110
3726,turmeric,B-FOOD,110
3727,shredded,B-PROCESS,110
3728,ground,B-PROCESS,110
3729,cinnamon,B-FOOD,110
3730,frozen,B-PHYSICAL_QUALITY,110
3731,whipped,B-FOOD,110
3732,topping,I-FOOD,110
3733,2,B-QUANTITY,110
3734,cups,B-UNIT,110
3735,cooked,B-PROCESS,110
3736,vegetables,B-FOOD,110
3737,1,B-QUANTITY,111
3738,7,B-QUANTITY,111
3739,ounce,B-UNIT,111
3740,package,B-UNIT,111
3741,sweet,B-FOOD,111
3742,cornbread,I-FOOD,111
3743,ounce,B-UNIT,111
3744,package,B-UNIT,111
3745,corn,B-FOOD,111
3746,muffin,I-FOOD,111
3747,tablespoons,B-UNIT,111
3748,baking,B-FOOD,111
3749,mix,I-FOOD,111
3750,1,B-QUANTITY,111
3751,large,B-PHYSICAL_QUALITY,111
3752,egg,B-FOOD,111
3753,2⁄3,B-QUANTITY,111
3754,cup,B-UNIT,111
3755,milk,B-FOOD,111
3756,3⁄4,B-QUANTITY,111
3757,teaspoon,B-UNIT,111
3758,chili,B-FOOD,111
3759,powdered,B-PROCESS,111
3760,1,B-QUANTITY,111
3761,teaspoon,B-UNIT,111
3762,turmeric,B-FOOD,111
3763,shredded,B-PROCESS,111
3764,ground,B-PROCESS,111
3765,cinnamon,B-FOOD,111
3766,frozen,B-PHYSICAL_QUALITY,111
3767,whipped,B-FOOD,111
3768,topping,I-FOOD,111
3769,2,B-QUANTITY,111
3770,cups,B-UNIT,111
3771,cooked,B-PROCESS,111
3772,vegetables,B-FOOD,111
3773,8,B-QUANTITY,112
3774,cups,B-UNIT,112
3775,chicken,B-FOOD,112
3776,broth,I-FOOD,112
3777,cup,B-UNIT,112
3778,carrot,B-FOOD,112
3779,finely,B-PROCESS,112
3780,chopped,I-PROCESS,112
3781,cup,B-UNIT,112
3782,celery,B-FOOD,112
3783,finely,B-PROCESS,112
3784,chopped,I-PROCESS,112
3785,cup,B-UNIT,112
3786,onion,B-FOOD,112
3787,finely,B-PROCESS,112
3788,chopped,I-PROCESS,112
3789,cup,B-UNIT,112
3790,rice,B-FOOD,112
3791,2,B-QUANTITY,112
3792,eggs,B-FOOD,112
3793,well,B-PROCESS,112
3794,beaten,I-PROCESS,112
3795,cup,B-UNIT,112
3796,fresh,B-PHYSICAL_QUALITY,112
3797,lemon,B-FOOD,112
3798,juice,I-FOOD,112
3799,shredded,B-PROCESS,112
3800,ground,B-PROCESS,112
3801,cinnamon,B-FOOD,112
3802,frozen,B-PHYSICAL_QUALITY,112
3803,whipped,B-FOOD,112
3804,topping,I-FOOD,112
3805,2,B-QUANTITY,112
3806,cups,B-UNIT,112
3807,cooked,B-PROCESS,112
3808,vegetables,B-FOOD,112
3809,1,B-QUANTITY,113
3810,8,B-QUANTITY,113
3811,1/2,I-QUANTITY,113
3812,package,B-UNIT,113
3813,corn,B-FOOD,113
3814,muffin,I-FOOD,113
3815,lb,B-UNIT,113
3816,ground,B-PROCESS,113
3817,beef,B-FOOD,113
3818,cubed,B-PROCESS,113
3819,chicken,B-FOOD,113
3820,ground,B-PROCESS,113
3821,turkey,B-FOOD,113
3822,1,B-QUANTITY,113
3823,1,B-QUANTITY,113
3824,1/4,I-QUANTITY,113
3825,package,B-UNIT,113
3826,taco,B-FOOD,113
3827,seasoning,I-FOOD,113
3828,cup,B-UNIT,113
3829,salsa,B-FOOD,113
3830,1,B-QUANTITY,113
3831,-2,I-QUANTITY,113
3832,cheddar,B-FOOD,113
3833,sour,B-FOOD,113
3834,cream,I-FOOD,113
3835,shredded,B-PROCESS,113
3836,ground,B-PROCESS,113
3837,cinnamon,B-FOOD,113
3838,frozen,B-PHYSICAL_QUALITY,113
3839,whipped,B-FOOD,113
3840,topping,I-FOOD,113
3841,2,B-QUANTITY,113
3842,cups,B-UNIT,113
3843,cooked,B-PROCESS,113
3844,vegetables,B-FOOD,113
3845,12,B-QUANTITY,114
3846,slices,B-UNIT,114
3847,bacon,B-FOOD,114
3848,1⁄2,B-QUANTITY,114
3849,lb,B-UNIT,114
3850,pork,B-FOOD,114
3851,sausage,I-FOOD,114
3852,ounces,B-UNIT,114
3853,cream,B-FOOD,114
3854,cheese,I-FOOD,114
3855,slices,B-UNIT,114
3856,white,B-COLOR,114
3857,bread,B-FOOD,114
3858,1,B-QUANTITY,114
3859,1,B-QUANTITY,114
3860,1/4,I-QUANTITY,114
3861,package,B-UNIT,114
3862,taco,B-FOOD,114
3863,seasoning,I-FOOD,114
3864,cup,B-UNIT,114
3865,salsa,B-FOOD,114
3866,1,B-QUANTITY,114
3867,-2,I-QUANTITY,114
3868,cheddar,B-FOOD,114
3869,sour,B-FOOD,114
3870,cream,I-FOOD,114
3871,shredded,B-PROCESS,114
3872,ground,B-PROCESS,114
3873,cinnamon,B-FOOD,114
3874,frozen,B-PHYSICAL_QUALITY,114
3875,whipped,B-FOOD,114
3876,topping,I-FOOD,114
3877,2,B-QUANTITY,114
3878,cups,B-UNIT,114
3879,cooked,B-PROCESS,114
3880,vegetables,B-FOOD,114
3881,16.5,B-QUANTITY,115
3882,ounces,B-UNIT,115
3883,Refrigerated,B-FOOD,115
3884,Sugar,I-FOOD,115
3885,ounces,B-UNIT,115
3886,cream,B-FOOD,115
3887,at,B-PHYSICAL_QUALITY,115
3888,room,I-PHYSICAL_QUALITY,115
3889,cup,B-UNIT,115
3890,granulated,B-FOOD,115
3891,sugar,I-FOOD,115
3892,teaspoon,B-UNIT,115
3893,vanilla,B-FOOD,115
3894,1,B-QUANTITY,115
